postCompany,text,numShares,numLikes,numComments,real_time,extracted_comments
placer,"It's been an action-packed week in NYC! 🗽

Our team is excited to attend ICSC New York 2024 today and tomorrow for two days of insights, innovation, and networking!

We can’t wait to share how location intelligence is transforming retail and real estate. Our team will showcase how our tools help businesses make smarter, data-driven decisions, optimize site selection, and better understand consumer behavior.

If you're attending, let's connect and explore how we can help you stay ahead of the curve in today’s dynamic retail landscape!

#ICSCNewYork #ICSC2024 #RetailInnovation #LocationIntelligence",4,43,0,2024-12-11 13:00:46.465,[]
placer,"Today’s the day! #PlacerDiscover is live in the Big Apple, and to celebrate, we’re sharing fun foot traffic stats that showcase NYC’s pulse! 🍎👇

📍The Washington-Arlington-Alexandria, DC CBSA has been the leading metro area for #NYC tourism outside of the local region, based on overnight stays over the past 12 months.

🗽 The Statue of Liberty saw its busiest day of the year on July 6, 2024 – the peak of the Independence Day weekend.

🏨 The iconic Plaza Hotel has experienced a 5.1% YoY increase in visits from January - November 2024, compared to the same period last year.

🚉 At Grand Central Station, 18.7% of visits occurred between 7 PM and midnight from January to November 2024 – marking an increase from 17.9% during the same period in 2023 and 16.3% in 2022.

As we dive into today’s exciting sessions and insights, we’re proud to be part of a city with such dynamic and ever-evolving #foottraffic trends.",2,38,0,2024-12-10 13:00:07.274,[]
placer,"Unlocking New Possibilities: Placer.ai's Latest Product Releases is a session you won't want to miss at Placer: Discover New York this week!

Join us for an exciting discussion on the innovative product updates and features that are shaping the future of location analytics.

Featuring:
🔹 Ofir Lemel, CPO & Co-Founder, Placer.ai
🔹 Roie Dushnitsky, VP Product, Delivery, Placer.ai
🔹 Gil Rubin, VP Product Ingestion, Placer.ai
🔹 Yoni Epstein, VP Product, Placer.ai
🔹 Lucas Verret, Director of Product Management, Placer.ai

Get the chance to hear from our experts as they share insights into how we're pushing the boundaries of location intelligence.

#PlacerDiscoverNY #LocationAnalytics #Leadership",3,56,2,2024-12-09 17:00:57.970,"['Go Lucas Verret!', '👏']"
placer,"📢 Today is the LAST DAY to register for Placer: Discover New York! Don't miss our dynamic and exciting panels including:

🔹 Site Selection MasterClass: Empowering the Future
Learn how Placer.ai's Site Selection tool is transforming location decisions and what’s coming next.
Featuring: Will Phillips, Customer Success, Placer.ai

🔹 Unlocking the Power of Placer Through Essentials & Expert Tips
Master Placer’s core features and uncover expert tips to maximize your insights and drive smarter decisions.
Featuring: Jessica Owen, Senior Product Marketing Manager, Placer.ai

👉 Register at https://lnkd.in/dKGTRxCd

#PlacerDiscoverNY #LocationIntelligence #Leadership",7,27,0,2024-12-09 14:00:38.056,[]
placer,"Join us at Placer: Discover New York this week for plenty of sessions and panels you don't want to miss!

Hear from industry leaders about ""Doing Business in New York: The Projects, Opportunities, and Civic Leaders Driving the Next Wave of Growth.""

Featuring:
🔹 Melissa Pumphrey, SVP, Economic Research & Policy,  New York City Economic Development Corporation
🔹 Emily Marcus Falda, SVP, Finance & Real Estate, New York City Economic Development Corporation
🔹 Jarrod Grim, VP, Real Estate & Economic Development, Downtown Brooklyn Partnership
🔹 Ian Ross, Head of Civic, Placer.ai

This session will dive into the projects and opportunities that are fueling New York’s growth.

#PlacerDiscoverNY #NYCDevelopment #Leadership",4,40,2,2024-12-08 15:25:24.103,"['Highly recommended', 'Go on Jarrod!  Congrats brother.']"
placer,"🍔 How do you turn a burger into a blockbuster?

Wendy's  did just that with their Krabby Patty collaboration with @SpongeBob SquarePants!

While Wendy’s visits were relatively flat for most of the year, October saw a 10% YoY increase in visits, largely driven by this promotion. On launch day, visits spiked 140%, and the following five days stayed 100% above the daily baseline.

This is a prime example of how a well-timed collaboration can create massive visit gains. Check out the full insights in our latest Weekly Brief!",3,16,0,2024-12-06 14:00:30.259,[]
placer,"Big things are happening in NYC next week—don’t miss out!

Join us at Placer: Discover New York for a can't-miss session on ""Seeing the Full Picture: How Placer.ai's Partners Uncover Population and Market Insights.""

Hear from experts like:
🔹 Henry Moore, Founder & CEO, REsimplifi, Inc.
🔹 Alex D., VP of CRE & Channel Sales, Hubexo
🔹 Pablo Gonzalez, VP Marketing & Sales, Synergos Technologies, Inc.
🔹 Lÿden Foust, Founder & CEO, Spatial.ai
🔹 Steve Banfield, VP, Business Development, Marketplace, Placer.ai

Get actionable insights on how location data is driving smarter decisions across industries.

#PlacerDiscoverNY #LocationIntelligence #Leadership",6,33,0,2024-12-05 18:00:00.047,[]
placer,"Are you going to be in NYC next week? 🗽

Join us at Placer: Discover New York for an exciting lineup of speakers, panels, and events you won’t want to miss— including this one! 👇

""Turning Data into Decisions – How Top Companies Leverage Location Intelligence"" featuring:

🔹Stephanie Atiase, VP of Marketing at Placer.ai
🔹Thomas Fair, Head of the Esri Partnership Network, Esri
🔹Brian Cooperman, Analytics Expert at McKinsey & Company
 
Don’t miss out on hearing from these industry leaders about how they’re transforming companies and making data-driven decisions using location intelligence.

#PlacerDiscoverNY #LocationIntelligence #Leadership",10,39,1,2024-12-04 16:00:11.831,['The right data makes for better decisions that result in more dollars dropped to the bottom line! 2025 Will be filled with turning data to dollars!']
placer,"The Las Vegas Strip is always buzzing, but when is it at its busiest? 🤔 Cast your vote to find out when the crowds are at their peak!",1,5,5,2024-12-03 15:36:24.239,"[""Great guesses! While many thought New Year's Eve would take the crown, the real winner is Valentine’s Day weekend \U0001fa77! On February 17th, the Las Vegas Strip saw a remarkable 69.4% increase in visits compared to the daily average from January to November 2024. "", 'Superbowl? Consumer electronics show? Cowboy Christmas Pro Rodeo western finals?']"
placer,"We're closing out 2024 in style!

Check out our December event lineup—we can't wait to connect with you.

And what better way to bid farewell to 2024 than with Placer: Discover New York?

Want to chat or book a live demo? Drop us a DM, and let's make it happen!

📍MJBiz Conference
Las Vegas, NV, USA
Dec 3-6

📍Neudata New York Winter Data Summit
New York, NY, USA
Dec 5

📍Placer.ai Discover: New York
New York, NY, USA
Dec 10

📍ICSC New York
New York, NY, USA
Dec 11-12",4,21,0,2024-12-02 14:15:13.680,[]
placer,"📣 Attention retail professionals!

We’ve got an exciting lineup of retail-focused panels at our upcoming Placer Discover: New York event on December 10th that you won’t want to miss!

These sessions will cover everything from evolving #consumerbehavior to optimizing retail networks. Dive deep into the latest trends and strategies shaping the future of retail and location analytics.

Register today: https://lnkd.in/gPysHHZi

#PlacerDiscover #LocationInsights",9,24,1,2024-12-01 15:00:33.005,['Looking forward with Sunshine Electronic Display Corporation']
placer,"Black Friday through Cyber Monday is projected to hit a record $75 billion in retail sales this year, with a 5% growth from 2023. 🛍️ 

While inflation has made consumers more cautious, many are waiting for these key shopping days to score major discounts—especially on essentials.

Our very own R. J. Hottovy, CFA, Head of Analytical Research, shared his insights on how inflation is influencing shopper behavior and why Black Friday and Cyber Monday will be critical for retailers this year.

Big thanks to Taylor Herzlich at New York Post for the feature! 

Read more here: https://lnkd.in/duy3x_G6

#BlackFriday #CyberMonday #RetailTrends 

Jesse Kent Derring-Do Inc.",2,14,1,2024-11-28 14:00:08.863,"['Thank you, Taylor Herzlich!']"
placer,"It’s the busiest shopping day before the big feast! Here’s a look at past Turkey Wednesday trends and what might be in store this year. 🛒

🦃 Last year, grocery visits on Turkey Wednesday spiked 92.5% compared to the previous six-week daily average.

🦃 Delaware, Minnesota, and Mississippi saw the biggest surges in grocery visits on Turkey Wednesday in 2023, with Delaware grocery store visits up 100.2%.

🦃 Albertsons has led the way among grocery chains, with a 98.9% increase in visits on Turkey Wednesday last year.

Will Turkey Wednesday 2024 surprise us? Stay tuned for the results!",3,27,0,2024-11-27 14:00:51.147,[]
placer,"📍Are you ready to discover the future of location analytics?

Join our CEO & Co-Founder, Noam Ben-Zvi who will be giving a Keynote at Placer Discover: New York event on December 10th!

Noam will share our visionary roadmap for 2025 and Placer.ai's groundbreaking new releases that will shape the future of location analytics.

Don’t miss this chance to learn how we’re redefining industry standards with cutting-edge technology and innovative solutions.

Register today: https://lnkd.in/gPysHHZi

#PlacerDiscover #LocationAnalytics #Leadership",12,119,2,2024-11-26 15:00:36.370,"[""Highly recommended! I'll be there!""]"
placer,"“One prediction for the holiday shopping season is that the major shopping event days, like Black Friday and Super Saturday, will continue to be incredibly important for the industry.”

Our very own Elizabeth Lafontaine, Director of Research, shared her insights on consumer shopping behavior and holiday marketing trends. From the significance of key shopping events to the role of AI and technology, Elizabeth highlights what retailers need to know for a successful season.

Big thanks to Nancy A Shenker at Street Fight for the feature!

Check out the full article to learn more about what’s ahead this holiday season! 🎄🎁

https://lnkd.in/d6_UWGpc


Jesse Kent  Derring-Do Inc.",5,23,0,2024-11-25 14:01:53.285,[]
placer,"Is consumer confidence making a comeback?

We’re seeing an interesting recovery in the consumer electronics and home furnishings sectors—two major categories that reflect rising confidence as high-ticket purchases start to rebound.

With consumer confidence hitting its highest point since January, there’s optimism for the upcoming holiday season. This could mean a much stronger Q4 than we anticipated!",0,14,2,2024-11-23 13:48:01.183,"[""High-ticket purchases signal trust in the economy's future.\xa0\n\nGreat Post!\n\nPlacer.ai""]"
placer,"With Black Friday just around the corner, we want to know: which deals are worth the hustle and bustle?",0,3,1,2024-11-22 14:00:10.923,['Nothing.']
placer,"We’re excited to share that Placer has been recognized as a 2024 Deloitte Technology Fast 500 winner!

#TechnologyFast500 honors the fastest-growing companies in tech, media, telecommunications, life sciences, fintech, and energy tech across North America.

A big thank you to our amazing team, customers, and partners for making this achievement possible. We look forward to continuing our growth and #innovation in location analytics!",52,187,4,2024-11-21 15:15:25.950,"['Congrats Noam, Roi, Dean, Jesse, Jeffrey and the whole Placer.ai team. 🚀 \n\ncc: Spark Growth Ventures', 'Well done']"
placer,"🛍️ Ready for Black Friday? Our latest TL;DR breaks down what to expect this Black Friday, from new retail strategies to emerging shopping behaviors.

🕔 Early door-busters make a strong return this Black Friday.
🗓️ Black Friday deals spread across November to avoid shopping surges.
🤖 AI flash sales create real-time, personalized discounts.
💅 Beauty steals the show with limited-edition holiday bundles.
👖 Classic American brands see a major comeback this season.
🏬 Malls thrive with shopping, dining, and entertainment.
💰 With fewer days between Thanksgiving and Christmas, each visit must drive more sales.

Don't miss out on these key insights - dive into the full newsletter below! 👇",5,36,0,2024-11-20 14:24:03.296,[]
placer,"In our latest Placer 100, we saw a 1.4% increase in visits compared to last year. One of the top winners?

Wendy's which saw visits and visits per location jump over 10%, thanks in part to their amazing SpongeBob collaboration. With the holiday season approaching, it's clear that retailers and restaurants are gaining strong momentum.

Check out all the details in our Weekly Brief!",2,40,0,2024-11-19 16:00:59.037,[]
placer,"October’s standout: Chili's! 🌶️

Chili’s Grill & Bar topped the Placer 100 October chart, leading in both overall and per-location visit growth. The chain continues to ride the wave of its Big Smasher Burger success, with visits soaring since the product’s launch in late April.

Congrats, Chili's for last month's smashing success!

→ About the Placer 100 Index for #Retail & #Dining: The Placer 100 Index for Retail and Dining is a curated, dynamic list of leading chains that often serve as prime tenants for shopping centers and malls. The index includes chains from various industries, such as superstores, grocery, dollar stores, dining, apparel, and more.

Learn more by visiting the links below in the comments.",4,33,1,2024-11-17 15:52:51.395,['Check out the full reports below:\xa0\n→ placer.ai/placer-100\n→ placer.ai/blog/placer-100-index-october-2024-recap']
placer,"Data always reveals key insights, and in Silver Diner's case, trade area analysis was crucial to making an informed expansion decision.

When Silver Diner considered opening new locations in Chantilly, VA, and Bowie, MD, they needed to assess the risk of cannibalizing existing stores. By leveraging Placer’s trade area data, they were able to determine that Chantilly had minimal overlap with other locations, while Bowie posed a significant risk of cannibalization.

The result?
→ A successful new location in Chantilly, VA, added $5.5 million in revenue with minimal impact to nearby stores.

Learn how Placer’s data helped Silver Diner make smarter, data-driven decisions in this success story linked below.

#RestaurantExpansion #DataDriven #BusinessIntelligence",4,15,1,2024-11-14 15:00:54.592,['https://highspot.pulse.ly/osq1bq2lya']
placer,"Exciting innovations are reshaping retail, particularly through what we call “adjacent innovations”—offerings that complement existing products and resonate with consumers.

A prime example is the rise of health and wellness options in grocery stores. Top chains across the country show a consistent trend: locations with robust wellness offerings see increased visits, higher visits per location, and greater customer loyalty.

Explore more insights in our weekly brief!

#RetailInnovation #WeeklyBrief #ConsumerValue",2,24,0,2024-11-13 17:18:12.501,[]
placer,"Chili's continues to prove that value + virality = success.

From the Big Smasher burger to TikTok’s favorite Triple Dipper, their blend of affordable, high-quality meals and creative promotions is driving impressive growth.

Our latest report highlights how Chili’s is positioning itself as an everyman’s chain with value comparable to fast food giants, even as prices rise.

Thank you to Jordan Valinsky from CNN for featuring our insights on this impressive performance!

Read the full article: https://lnkd.in/dFyJWi_6  

Jesse Kent Derring-Do Inc.",1,18,0,2024-11-12 13:45:04.392,[]
placer,"Grocery shopping is changing in 2024 — and it’s not just about the prices. 🛒

Our latest Placer research, Specialty and Value Chains Transform Grocery in 2024, uncovers key trends driving the future of the grocery industry.

Here’s what we found: 👇🏻

→ Non-traditional grocery chains are driving growth: In September 2024, specialty and value chains saw year-over-year visit increases of 5.0% and 5.2%, respectively, while traditional supermarkets experienced a 0.5% decline in visits.

→ Shoppers are traveling further for specialty finds: 26.4% of visits to specialty stores came from over 7 miles away in Q3 2024, up significantly from 22.7% at traditional grocers.

→ Value-focused shoppers are staying longer: Shoppers at value grocery chains are spending more time in-store, driven by a focus on affordability and careful shopping habits.

→ New value banners are reaching new audiences: H-E-B’s Joe V’s Smart Shop attracted more families with children, making up 36.8% of its market, compared to just 32% at H-E-B.

For a deeper dive into these trends and their impact on grocery retail, read our white paper linked in the comments below.

#retail #grocerytrends #consumerbehavior",3,19,1,2024-11-11 14:00:48.571,['https://placer.pulse.ly/6b1ftswmpi']
placer,"In-store media is a $100B+ opportunity that often gets overlooked in the retail media conversation.

With 84% of purchases happening in-store, brands and retailers can’t afford to miss out on this crucial space.

Join our SVP of Marketing, Ethan Chernofsky, in the upcoming webinar hosted by DPAA on the future of digital out of home #advertising.

Dive into the growing potential of in-store advertising, the challenges it presents, and how to maximize ROI through #strategy.

Register today (linked in the comments below).",4,20,1,2024-11-10 16:00:36.907,['https://zoom.pulse.ly/v6ijwbl9ly']
placer,"Summer 2024 was a standout season for malls—here’s what it taught us for the holidays! 👇

Malls successfully attracted more visitors from afar when consumers had extra time. This success stemmed from engaging daily experiences and limited-time installations that created urgency.

This underscores malls' unique ability to drive traffic, especially during holiday periods when memorable experiences are in demand.

Discover more insights in this week's weekly brief!

#HolidayShopping #Retail #ConsumerBehavior",3,19,0,2024-11-07 14:00:41.786,[]
placer,The holiday spirit is in the air! ❄️ When do you kick off the season’s celebrations?,0,5,0,2024-11-06 18:21:56.643,[]
placer,"Who lives in a pineapple under the sea... and is now making waves in the QSR industry? 

You named it—none other than SpongeBob SquarePants! 🍍 

In partnership with Paramount+, Wendy's is celebrating SpongeBob’s 25th anniversary with a limited-edition Krabby Patty meal.

Since its launch, Wendy’s has seen a notable increase in visits: up 26.4% on launch day (compared to the YTD Tuesday average), followed by a 20.7% rise on the Wednesday after, and a 23.9% jump on the Thursday that followed.

This surge highlights the power of menu innovation and strategic partnerships in driving customer engagement. Wendy’s continued success in 2024 shows how fresh, creative offerings can keep customers coming back year-round.

#RetailTrends #BrandPartnerships #Marketing",2,26,0,2024-11-05 17:13:59.472,[]
placer,"Enter to win FREE TICKETS to Placer Discover: New York on Dec. 10th!
To enter, comment on this post: 👇

1. If you were to attend, what are most looking forward to about Placer Discover?

2. Tag one person you would want to bring with you to the event.

3. Include the hashtag #PlacerDiscover in your comment.

Last day to enter is November 12th. Two lucky winners will be chosen and each will receive 2 free tickets! 🎟️  Winners will be announced on Nov. 15th!",20,43,9,2024-11-04 15:00:49.155,"['How to get ahead of trends in the market! Collin Hu, CCIM #PlacerDiscover ', ""I'm most excited to learn how industry leaders are using location analytics to drive smarter business decisions! And of course, I would have to bring my old work bestie along, Molly Hess! #PlacerDiscover"", '1. I would love to know more about Placer AI’s new developments. \n\n2. JRL Artistry LLC \n\n3. #PlacerDiscover', 'Would love to meet more like-minded people who share a similar excitement for opportunities to reallocate time and money towards larger goals with the help of AI. #PlacerDiscover Yaara Nussinovitch']"
placer,"The end of the year might be closing in, but we're not slowing down!

We’re hitting the road for events across the country to connect, collaborate, and have fun with our customers, prospects, and partners! 🚗

Looking forward to seeing you at:

📍Retail Live! Mountain West
Nov 6
Salt Lake City, UT, USA

📍Goodwill Industries International Connect Conference
Nov 10-14
Atlanta, GA, USA

📍Restaurant Finance Monitor Conference 2024 (RFDC)
Nov 11-13
Las Vegas, NV, USA

📍Path to Purchase Institute Live & Expo
Nov 12-14
Schaumburg, IL, USA

📍 CREtech New York 2024
Nov 13-14
New York, NY, USA

📍IAAPA 2024
Nov 18-22
Orlando, FL, USA

📍International Franchise Association Emerging Franchisor Conference
Nov 18-20
Austin, TX, USA

📍Retail Live! Midwest
Nov 21
Indianapolis, IN, USA",12,53,0,2024-11-03 14:00:31.009,[]
placer,"The fitness sector continues to excel, with visits increasing over 6% in June, July, and August! 🏋️

This growth spans both value-oriented and high-end chains, with an intriguing shift towards greater loyalty and repeat visits.

Consumers are being rational, opting for value while also committing to premium experiences. This combination hints that the fitness surge may have even more staying power in the coming years.

Discover more insights in this weekly brief!

#FitnessTrends #WeeklyBrief #ConsumerBehavior",0,14,0,2024-11-02 20:00:33.326,[]
placer,"🌟 Meet the Stars Behind Placer! 🌟

Today, we’re shining the spotlight on Ally Miller, our fantastic Event Marketing Specialist, who plays a crucial role in bringing our many events to life.

Want to know more about Ally? We’ve asked her some fun questions—check out her answers below!",0,72,1,2024-11-01 15:00:49.919,['Ally is a star for sure!']
placer,"In honor of Halloween, we’ve conjured up some bewitching foot traffic data. 🕸️ Here’s what we uncovered:

🎃 October saw the highest share of loyal visitors to Party City, with 13.1% of guests visiting at least twice during the month.

🎃 In Sleepy Hollow, NY, festive displays led to a surge in dining visits, with a range of increases from +113.8% to +150.8% across local restaurants.",4,31,0,2024-10-31 16:12:07.886,[]
placer,"👻 Don’t ghost this month’s TL;DR — it's loaded with insights you won’t want to miss. 

🧡 Cuffing season sparks new dating trends
🎉 JCPenney embraces innovation with exclusive fragrance
🛍️ Malls thrive with experiential tenant mixes
💍 Bridal retail sees renewed momentum
💻 E-commerce retail sales continue to grow
🍽️ Quick dining options gain popularity
🌧️ Retailers navigate challenges amid economic uncertainties

Dive deeper into these October highlights below! ⤵",0,18,0,2024-10-30 13:58:47.334,[]
placer,"We are excited to announce that Alicia LeBeouf will be the Opening Keynote Speaker at Placer Discover: New York 2024! 

As a seasoned, multidisciplinary executive, Alicia brings decades of expertise spanning retail, operations, technology, product development, and strategy merchandising. Currently, as Head of Industry for Retail at Meta, she is transforming the shopping experience, both in-store and online, by driving more efficient operations and increasing profitability. Alicia has been pivotal in helping companies accelerate their digital transformation to enhance customer experience and optimize their retail strategies.

Full event registration and agenda details are available here: https://lnkd.in/gPysHHZi",10,40,0,2024-10-29 16:45:37.823,[]
placer,"📝 Today’s Placer pro tip is all about empowering our commercial real estate customers!

Here’s what our Senior Customer Success Manager, Amanda Williams, recommends as essential tools for informed decision-making.

Where to start:

Our platform offers precise, customized insights to enhance your understanding of locations and market trends.

📍 First, explore the Explore tab for comprehensive location data.
📍 Next, dive into the Property tab for in-depth visitation and demographic insights.
📍 And be sure to check out The Academy for valuable resources and training.

Discover how Placer can elevate your business strategies!

#realestate #commercialrealestate #businessintelligence",7,55,0,2024-10-28 18:00:55.272,[]
placer,"At the recent Brand Innovators Marketing Leadership Summit in New York, Kevin Ching, SVP, Head of Retail, Restaurant, & Advertising Verticals, joined industry leaders, including Jeanniey Walden, CMO of RITE AID, to explore the transformative role of AI in driving brand growth.

Kevin shared a powerful insight: ""What is growth? Growth is getting people into your store, loving your brand, growing your brand. Part of that growth is showing up locally and authentically in local communities.""

Placer.ai can empower brands to engage with customers effectively and drive meaningful insights. We always enjoy connecting with industry leaders, partners, and customers where we exchange ideas and drive innovation together.


#Innovation #MarketingLeadership #AITrends",5,117,1,2024-10-25 06:45:04.001,"['Nice to see this, Kevin!!']"
placer,"Attention destination marketing organizations—our new Visitor Spend report is here for you!

🌍 Gain accurate estimates of visitor spending to understand the economic impact of short-term travel in your region.

🌍 Learn where the highest spenders are coming from and how seasonality and local events influence spending trends.

🌍 Utilize these insights to effectively invest your marketing dollars and showcase business opportunities to retailers and stakeholders.

Enhance your regional analyses with Visitor Spend today: https://lnkd.in/ddBDh7rZ",14,46,0,2024-10-24 15:00:50.401,[]
placer,"In June, July, and August, malls with movie theaters significantly outperformed those without, highlighting a key trend: visitors seek a holistic experience at shopping centers.  🛍️

They want more than just retail or dining; it’s about a combination of experiences that makes for a memorable day out.

Explore more insights in this weekly brief!

#RetailTrends #WeeklyInsights #ShoppingMalls",4,21,2,2024-10-23 15:00:57.278,"['Luis Edgar Aguilar Ahumada Tu pudieras hacer este tipo de videos como independiente con tu conocimiento y herramientas disponibles.', 'And this without the benefit of some of the blockbuster movies like last year.']"
placer,"Don't miss our upcoming Discover: Consumer Behavior virtual event! 🗓️

Join us on October 29th to explore how retail volatility since the pandemic has reshaped consumer behavior. With economic uncertainty and inflation driving shoppers to become more value-focused, it’s essential for brands to adapt their strategies accordingly. Discover key insights that will help you navigate these shifts and develop effective retail strategies for today’s market.

🔗 Register now at https://lnkd.in/dRFSGWU5

Acosta Group

#ConsumerBehavior #VirtualEvent #MarketingStrategies #RetailTrends",0,10,0,2024-10-22 16:00:26.462,[]
placer,"New York City’s travel and tourism sector is back in full swing, with over 62 million visitors in 2023, nearing pre-pandemic levels! ✈️

As the allure of the Big Apple grows, so do the expectations of today's travelers. They crave authentic experiences and are exploring beyond traditional hotspots. From the iconic Central Park to hidden gems in the boroughs, visitors are seeking unique adventures that reflect the true spirit of the city. ✨

A special thank you to McKinsey & Company for featuring our insights on this dynamic shift in tourism behavior!

Dive into the full article to uncover how NYC can continue to captivate and delight visitors in new ways: https://lnkd.in/deZCR4H9

#NYCTourism #TravelTrends #VisitorExperience",6,22,0,2024-10-21 14:01:02.915,[]
placer,"We're excited to share some insights from our latest Placer research, Quarterly Retail Review: Q3 2024. The report provides a snapshot of retail performance and the trends shaping the retail landscape.

Here’s what we found: 👇🏻

→  Retail Foot Traffic sees year-over-year growth in Q3.

→ Value Fitness is Thriving: Chains like Crunch Fitness and EōS Fitness are rapidly expanding, capitalizing on increased foot traffic and demand for affordable fitness options.

→ Family Dollar's Resilience: Despite numerous store closures, Family Dollar outperformed competitors in visit-per-location growth, thanks to strategic rightsizing.

→ Strong Performance in Wholesale Clubs: Costco Wholesale, BJ's Wholesale Club, and Sam's Club continue to demonstrate significant visit growth.

For a deeper dive into these trends and their implications for the retail sector, learn more: https://lnkd.in/deTJAm9P

#retail #markettrends #consumerbehavior",3,50,2,2024-10-20 17:49:46.456,['Useful tips']
placer,"📣 Our first-ever Chain Visits Forecast feature just went live, giving you a look into the future of your business!

📍Improve planning, optimize operations, and mitigate risks with projected foot traffic estimates for retail chains.

📍View forecasts by state or top locations and compare against previous years, competitors, and industry benchmarks.

Take the guesswork out of your day-to-day work —explore these insights in detail by visiting: https://lnkd.in/dDbzMJGQ",5,33,0,2024-10-18 15:00:47.448,[]
placer,"According to the SFIA - Sports & Fitness Industry Association, “pickleball continues to be the fastest growing sport in America, having grown 51.8% from 2022 to 2023 and an incredible 223.5% in 4 years since 2020.""",1,9,0,2024-10-17 13:00:19.013,[]
placer,"Placer Discover: New York is just 2 months away, and we're excited to share that the agenda for the event has just been released!

Don’t miss our insightful sessions featuring industry leaders and partners including JLL, DPAA, Newmark, Simon Property Group, Spatial.ai, First Washington Realty, and Jamestown.

Don’t miss our insightful and engaging sessions, including:

✔️ Trends shaping the future of retail and real estate
✔️ Expert-led masterclasses
✔️ Uncover market insights with Placer's data partners
✔️ Enhancing personalization in the retail experience
✔️ And plenty more!

Enjoy networking opportunities over a vibrant cocktail hour and thoughtfully catered meals.

🗓️ Check out the full agenda and featured speakers, and register today at: https://lnkd.in/da7pj3n3

We can’t wait to see you there!",11,33,0,2024-10-16 17:00:50.456,[]
placer,"In August, visits to Barnes & Noble, Inc. rose by 14% and Half Price Books by 10% year-over-year. This surge defies predictions of the demise of physical bookstores.

What does this reveal? Two key insights:

1️⃣ Retail segments aren’t guaranteed to fade away; they often just need to evolve.
2️⃣ Sectors like books and entertainment have significant potential if they embrace change and enhance the customer experience.

Ethan Chernofsky 

#RetailTrends #WeeklyBrief #CustomerExperience",1,30,0,2024-10-15 17:00:54.384,[]
placer,"The holiday shopping season is fast approaching, and our data indicates strong retail momentum! 🎁🎄

With early deals and promotions already underway, retailers are adapting to ensure shoppers have a seamless experience. Notably, 2023 saw an impressive 113.4% increase in department store visitors during Christmas week, and we're expecting similar trends this year!

A huge thank you to Isabelle Durso at Commercial Observer for featuring our insights on the retail landscape.

Check out the full article for more details!

https://lnkd.in/ePjhmdVD

#RetailTrends #HolidayShopping #FootTraffic

Jesse Kent  Derring-Do Inc.",4,23,1,2024-10-14 15:00:02.740,"['Thank you, Isabelle! ']"
placer,"🎙️ Tune into this week’s Placer Picks for our top 4 podcasts driving the conversation in their industries.

Check out these must-listen shows:

🎧 A Deeper Dive: Insights into restaurant challenges
🎧 Remarkable Retail: The latest trends in retail
🎧 The Real Estate Guys: Expert discussions on real estate
🎧 Hospitality Hangout: Engaging talks on the hospitality sector

Tune in to learn valuable insights and hear from some of our Placer team members featured in a few of these podcasts!",1,28,0,2024-10-13 15:00:49.731,[]
placer,"This summer, malls were back in the spotlight, drawing crowds and redefining their role in the retail landscape. 🛍️

Here’s what we found: 👇

→ Summer Surge: Malls experienced larger visit boosts this summer compared to 2019 and 2023, with indoor malls seeing a 3.7% YoY increase and open-air shopping centers at 2.8%.

→ The Power of Entertainment: Malls with movie theaters saw an even greater boost, as visits during the summer months increased significantly, showcasing the impact of blockbuster releases on foot traffic.

→ Wider Reach: Both indoor malls and open-air shopping centers attracted more visitors from over 30 miles away, with indoor malls drawing 18.2% of visitors from this distance—a notable increase from earlier in the year.

→ Event Attraction: Mega-malls like Mall of America saw a 13.8% YoY increase in visits, demonstrating how attractions – like the mall's Olympic-themed events – can transform them into must-visit destinations.

For a deeper dive into the trends shaping mall visitation this summer, check out our latest placer research report linked in the comments below!

#RetailTrends #ConsumerBehavior #MallVisitation",4,17,2,2024-10-11 14:00:48.510,"['Mobility data is so useful for location research.  I remember having to use customer volunteered ZIP code data 20 years ago and filtering out all 90210 entries!', 'https://placer.pulse.ly/kvjzmow9yk']"
placer,"We're thrilled to announce that Placer.ai has made LinkedIn's 2024 Top Startups list in both Chicago and Los Angeles! 🎉

A huge thank you to LinkedIn for recognizing us among the top innovators shaping the future of our industry. We're proud to be part of a community that attracts exceptional talent and drives meaningful change.

Kudos to all the incredible startups on the list!

Check out the full lists linked in the comments below!

#LinkedInTopStartups",40,141,7,2024-10-09 17:01:18.445,"['Congrats!', 'CONGRATULATIONS! ', 'Congrats!', 'Chicago: https://lnkd.pulse.ly/ki2z3ggpvm\nLA: https://lnkd.pulse.ly/l7bbo737kf']"
placer,"🌟 Exciting updates to Map Studio are here!

✓ Share Your Map: Make your beautiful maps visible to your colleagues for improved teamwork.

✓ Map Layers: Utilize new layers that expand your demographic and psychographic insights - such as population density and daytime population.

✓ Map templates: Leverage new templates to create compelling visuals that accommodate diverse business needs, with just a few clicks - such as market growth analysis and crime risk.

Leverage these new tools to create insightful maps in minutes!",5,40,0,2024-10-07 15:09:59.983,[]
placer,"In this weekly brief, we dive into the surprising resurgence of movie theaters with blockbusters like ""Inside Out 2,"" ""Deadpool and Wolverine,"" and more.  🎬

It’s clear that predictions of the industry's decline may have missed the mark and that there’s huge potential for a new era of theaters that thrive in the future.",1,17,0,2024-10-03 15:00:49.285,[]
